"Date","Local Route","Light Rail","Peak Service","Rapid Route","School","Other"
"25/08/2020","17,382","8,137","222","17,317","5,736","97"
"17/05/2023","24,315","14,365","460","27,840","6,370","302"
"22/01/2022","3,666","4,117","0","7,469","0","70"
"16/09/2023","6,296","8,454","0","13,645","0","195"
"05/09/2019","27,050","15,124","510","33,883","6,251","52"
"18/11/2022","21,789","12,468","214","24,182","5,240","209"
"20/08/2022","5,027","6,389","0","10,589","0","50"
"05/08/2020","16,457","7,621","193","16,650","5,854","120"
"28/08/2021","1,198","819","0","1,845","0","19"
"29/11/2021","16,318","8,496","212","16,923","5,037","153"
"29/03/2021","22,854","11,698","340","23,114","6,636","202"
"25/06/2024","24,204","13,430","379","27,041","6,940","279"
"23/05/2021","3,157","4,191","0","6,784","0","99"
"27/03/2021","4,677","6,842","0","9,614","0","70"
"02/10/2019","21,400","16,077","512","32,558","0","20"
"09/12/2019","23,583","14,455","480","30,602","4,247","30"
"19/02/2023","4,153","8,877","0","11,482","0","62"
"05/09/2023","24,144","14,198","462","28,591","6,529","196"
"23/01/2020","18,371","13,014","481","27,457","0","36"
"23/12/2021","10,449","6,143","103","12,644","0","98"
"01/07/2019","23,088","13,275","453","29,470","4,162","35"
"03/08/2021","22,994","11,689","368","24,025","6,371","176"
"27/05/2024","4,172","5,452","0","9,905","0","99"
"25/05/2021","24,146","12,495","379","24,775","6,239","207"
"07/02/2023","25,230","14,466","409","28,894","7,597","351"
"12/08/2019","26,864","14,901","524","33,491","6,314","32"
"14/09/2021","3,848","1,398","31","3,865","0","59"
"30/05/2021","3,175","4,333","0","7,135","0","81"
"29/12/2020","7,485","5,172","20","8,938","0","73"
"08/10/2022","4,968","6,327","0","10,623","0","94"
"24/10/2023","25,320","14,146","469","28,227","6,982","310"
"07/01/2024","3,833","5,721","0","8,455","0","121"
"13/01/2023","16,061","10,600","214","19,774","0","132"
"30/03/2020","5,020","2,568","91","6,552","83","18"
"12/01/2020","3,164","4,123","0","6,866","0","10"
"09/03/2024","5,859","8,275","0","13,077","0","80"
"22/10/2022","4,424","5,391","0","9,336","0","66"
"20/01/2022","10,008","5,491","112","11,739","0","111"
"08/11/2022","23,248","12,547","311","24,499","5,908","209"
"21/11/2019","25,875","14,762","489","32,087","6,046","52"
"08/08/2021","2,877","3,832","0","6,435","0","49"
"04/07/2022","13,669","9,380","242","17,913","0","151"
"10/07/2022","2,874","4,212","0","7,201","0","58"
"13/09/2019","25,700","16,817","389","32,945","5,931","66"
"03/06/2022","19,159","10,918","244","20,966","5,437","176"
"27/12/2021","2,444","2,564","0","5,377","3","49"
"27/02/2020","30,207","17,232","548","39,485","7,147","18"
"08/02/2022","18,215","8,380","163","18,220","6,930","172"
"10/08/2019","6,614","6,717","0","9,891","0","0"
"24/05/2020","1,741","2,260","1","3,843","0","12"
"04/12/2022","3,896","5,043","0","8,830","0","68"
"22/12/2022","13,841","8,818","165","17,080","0","151"
"01/07/2023","5,365","6,935","0","12,346","0","129"
"22/12/2021","12,175","7,104","150","14,227","0","129"
"22/01/2020","19,592","13,681","497","28,881","0","21"
"17/10/2022","22,009","11,886","286","23,545","6,234","243"
"01/06/2020","1,938","2,181","0","4,193","0","21"
"14/11/2023","22,835","14,233","407","26,550","5,608","243"
"22/01/2024","18,476","11,700","374","22,596","0","240"
"23/10/2021","2,773","2,983","0","5,721","0","43"
"05/03/2023","4,007","5,512","0","9,271","0","99"
"06/07/2023","16,898","12,075","346","22,506","0","203"
"15/07/2024","17,307","10,820","313","22,503","0","260"
"16/03/2024","5,972","9,110","0","13,742","1","98"
"19/04/2024","19,921","13,590","337","26,131","0","327"
"25/12/2023","694","1,257","0","1,382","0","37"
"02/04/2023","3,747","5,506","0","9,931","0","46"
"23/09/2023","6,215","8,813","0","13,741","0","200"
"04/04/2020","1,385","1,227","0","2,517","0","5"
"02/02/2020","3,811","4,734","0","7,658","0","25"
"07/04/2024","3,620","6,396","0","8,942","0","89"
"09/06/2023","22,734","12,981","314","25,721","5,895","263"
"25/04/2020","1,278","1,329","0","2,511","0","0"
"08/04/2022","19,056","10,163","226","20,601","5,108","152"
"18/06/2020","14,284","7,118","163","15,762","5,360","24"
"11/06/2021","21,897","11,783","236","23,399","5,835","160"
"13/08/2024","26,962","14,608","439","31,056","7,033","318"
"20/05/2023","5,654","7,377","0","11,560","0","65"
"16/11/2022","21,768","12,393","324","24,207","5,745","279"
"12/11/2021","13,588","6,840","135","13,757","4,447","150"
"04/11/2023","6,155","7,220","0","13,104","0","101"
"15/04/2023","5,721","7,148","0","11,687","0","113"
"26/11/2021","15,468","8,398","140","16,864","4,628","142"
"01/05/2023","23,656","13,441","374","26,914","7,071","256"
"28/07/2019","5,747","5,580","0","7,976","0","53"
"23/08/2024","25,431","13,963","316","28,018","7,011","317"
"23/08/2020","2,340","3,033","0","5,310","0","38"
"13/04/2021","17,734","11,241","343","22,066","0","144"
"29/03/2024","2,197","5,082","0","5,652","0","90"
"08/05/2021","4,766","6,126","0","9,547","0","82"
"10/06/2023","5,663","7,166","0","11,386","0","66"
"29/10/2019","26,962","15,927","502","34,211","6,562","38"
"31/12/2020","7,963","6,199","17","9,116","0","73"
"07/09/2019","6,752","7,770","0","10,753","0","13"
"30/09/2022","16,183","11,587","159","21,185","0","203"
"26/09/2023","19,210","14,145","367","26,844","0","252"
"17/02/2023","24,409","17,369","313","29,710","6,820","219"
"26/03/2022","4,589","5,714","0","9,907","0","65"
"03/02/2022","17,650","8,048","140","16,786","7,022","127"
"20/01/2020","16,932","12,372","414","25,307","0","4"
"15/02/2024","28,877","14,928","405","31,238","8,579","311"
"16/12/2020","18,521","10,645","254","19,492","1,258","112"
"05/02/2024","25,577","12,597","392","27,147","6,560","348"
"05/01/2024","14,652","12,163","173","18,247","0","321"
"21/08/2023","23,614","13,706","405","27,590","6,304","446"
"20/06/2020","2,814","3,881","0","6,231","0","17"
"18/08/2020","17,334","7,932","199","16,795","5,727","141"
"21/10/2020","19,825","9,353","347","19,758","6,026","114"
"11/12/2019","24,530","15,280","456","31,597","3,178","24"
"21/01/2023","5,361","8,703","0","10,902","0","99"
"16/01/2022","2,422","2,799","0","5,275","0","51"
"13/09/2023","24,737","14,459","404","28,653","6,454","281"
"05/10/2023","18,819","13,234","358","25,554","0","200"
"26/01/2020","3,691","5,224","0","8,057","0","11"
"14/08/2024","26,131","14,192","406","29,880","7,143","289"
"31/07/2023","24,099","14,149","434","27,975","6,574","335"
"07/07/2019","5,562","5,371","0","7,511","0","0"
"30/10/2021","3,355","4,007","0","6,855","0","49"
"22/10/2023","3,969","5,793","0","9,706","0","54"
"29/08/2019","27,869","15,986","499","34,819","6,078","65"
"22/04/2023","5,540","7,988","0","12,490","0","78"
"18/03/2021","24,261","12,493","354","25,853","6,716","197"
"21/12/2023","17,697","11,015","279","21,581","0","298"
"22/03/2021","21,781","10,635","325","21,827","6,301","123"
"30/12/2022","9,557","5,880","29","10,886","0","106"
"03/09/2023","3,666","5,777","0","9,578","0","36"
"11/09/2019","27,378","15,353","494","33,777","6,340","75"
"02/07/2019","24,439","14,224","476","30,354","4,452","0"
"24/03/2024","3,822","6,258","0","9,219","0","76"
"30/05/2020","2,459","3,299","0","5,323","0","10"
"20/01/2024","6,016","7,320","0","11,378","0","41"
"27/12/2019","8,464","6,274","22","10,785","0","11"
"14/12/2023","22,308","13,233","342","25,687","1,335","252"
"30/10/2019","26,921","15,464","501","34,517","6,411","45"
"09/07/2022","4,287","6,058","0","8,956","0","70"
"11/11/2022","22,123","12,491","251","24,083","5,495","218"
"29/11/2020","3,047","4,194","0","6,981","0","53"
"16/07/2024","18,151","12,183","347","23,486","0","293"
"08/09/2021","3,664","1,386","30","3,764","0","67"
"28/02/2024","30,098","15,873","522","33,054","8,394","354"
"10/06/2020","13,633","6,426","145","14,398","5,589","24"
"03/10/2023","18,558","13,223","343","25,950","0","227"
"14/03/2020","4,317","6,106","0","10,517","0","13"
"09/04/2023","3,022","4,600","0","7,821","0","44"
"22/05/2020","9,604","4,358","96","10,392","2,570","40"
"10/05/2021","23,360","11,789","372","24,210","6,216","211"
"30/11/2019","5,088","7,395","0","11,446","0","6"
"22/02/2020","6,304","16,948","0","18,066","4","7"
"23/03/2024","5,750","8,689","0","11,773","0","159"
"20/09/2020","2,400","2,938","0","5,096","0","35"
"16/08/2020","2,453","3,300","0","5,149","0","61"
"12/05/2022","18,737","9,822","286","19,932","5,446","148"
"24/05/2023","24,395","14,224","427","27,555","6,583","278"
"24/02/2021","24,323","12,279","384","25,064","6,842","205"
"18/08/2022","19,729","11,331","254","22,744","2,552","177"
"04/07/2023","16,282","11,532","378","22,232","0","215"
"03/04/2022","3,141","4,230","0","7,750","0","98"
"24/11/2023","21,166","13,454","287","25,637","4,612","255"
"29/03/2023","22,653","13,585","398","26,897","6,731","235"
"24/08/2022","21,578","11,745","317","23,705","5,973","183"
"16/03/2021","24,939","12,417","373","25,809","6,596","191"
"14/07/2020","9,773","6,804","142","14,001","0","17"
"18/10/2023","25,698","14,346","440","29,499","7,086","340"
"15/09/2019","5,492","6,316","0","8,999","0","37"
"15/02/2023","26,040","14,798","381","30,086","7,254","288"
"18/02/2024","5,028","7,631","0","12,186","0","84"
"27/07/2023","24,356","14,885","346","28,512","6,420","286"
"03/12/2022","5,704","7,181","0","12,447","0","113"
"15/01/2022","3,184","3,464","0","6,326","0","48"
"31/12/2023","3,758","5,547","0","10,888","0","31"
"21/04/2024","4,145","6,027","0","9,782","0","122"
"29/07/2020","17,173","8,151","214","17,109","5,929","113"
"04/09/2019","26,803","14,894","520","33,842","6,170","52"
"25/10/2019","25,775","16,205","372","34,066","5,575","146"
"02/06/2023","22,882","13,424","345","25,978","6,424","271"
"09/02/2021","24,341","11,826","353","24,675","7,250","132"
"17/04/2023","17,572","11,987","393","23,731","0","172"
"25/10/2022","23,020","12,419","294","25,149","6,040","241"
"04/07/2019","24,035","14,017","494","30,489","3,974","0"
"25/07/2021","2,803","3,382","0","6,192","0","50"
"21/10/2023","6,527","8,349","0","12,569","0","78"
"30/07/2020","16,984","8,061","158","16,646","5,922","135"
"19/01/2021","15,499","7,248","317","19,050","0","128"
"07/06/2020","1,917","2,673","0","4,225","0","11"
"31/03/2022","20,066","10,929","282","21,693","6,051","182"
"12/12/2022","16,559","9,898","255","19,430","961","217"
"14/08/2023","22,999","13,284","449","27,184","6,037","250"
"08/03/2021","3,266","3,934","0","6,928","0","63"
"29/09/2019","3,901","6,529","0","10,281","0","16"
"17/08/2024","7,444","7,370","0","12,156","0","109"
"12/02/2020","29,117","16,133","513","37,420","7,772","39"
"08/07/2019","18,738","12,436","469","26,013","0","6"
"06/06/2020","2,610","3,567","0","5,711","0","14"
"21/05/2020","9,417","4,363","90","10,123","2,871","21"
"10/08/2022","21,339","11,740","224","23,979","6,082","195"
"19/09/2022","21,065","11,793","255","22,948","6,060","280"
"28/11/2021","2,709","3,480","0","6,528","0","78"
"16/01/2023","17,052","10,038","280","20,568","0","109"
"03/02/2023","23,531","13,833","309","25,982","7,027","178"
"17/07/2019","19,568","13,853","473","28,325","0","35"
"20/02/2022","2,986","3,803","0","6,766","0","58"
"17/10/2020","3,828","4,810","0","7,881","0","33"
"10/07/2019","19,710","13,290","474","27,271","0","21"
"02/03/2024","5,976","8,900","0","13,220","0","113"
"07/09/2024","7,200","7,767","0","12,976","0","174"
"31/12/2019","8,344","6,272","36","10,539","0","18"
"11/12/2020","19,122","11,591","230","21,062","2,707","131"
"22/04/2020","4,681","2,538","46","5,961","0","12"
"26/06/2020","13,910","8,029","140","15,880","5,033","38"
"12/01/2021","8,562","6,474","134","9,782","0","56"
"13/06/2020","2,682","3,728","0","6,146","0","6"
"04/04/2021","2,529","3,714","0","5,637","0","65"
"12/03/2022","4,761","5,895","0","10,522","0","73"
"20/06/2022","18,268","10,505","271","20,193","5,141","157"
"15/07/2021","22,012","11,377","318","22,043","6,261","200"
"21/10/2022","21,023","11,936","231","22,733","5,521","246"
"06/05/2024","26,931","14,113","425","28,874","8,112","242"
"18/01/2024","18,314","12,272","347","23,295","0","231"
"24/06/2021","17,817","10,218","326","19,764","3,994","142"
"03/05/2021","23,545","11,556","363","24,030","6,445","136"
"30/05/2022","2,578","3,029","0","5,496","0","42"
"03/03/2020","28,232","17,140","562","38,088","2,898","62"
"26/05/2023","22,610","13,316","304","25,724","6,011","314"
"18/12/2020","17,826","11,015","239","20,092","744","104"
"30/11/2023","24,135","13,791","373","26,949","5,981","283"
"06/06/2024","25,173","13,015","367","27,304","7,279","308"
"01/01/2021","1,960","3,067","0","4,131","0","36"
"19/08/2024","26,041","13,612","365","28,674","7,210","326"
"07/09/2022","21,990","11,926","306","23,699","5,991","272"
"20/04/2022","14,643","9,601","280","19,343","0","129"
"08/08/2020","2,467","3,227","0","6,008","0","25"
"31/07/2024","26,781","14,758","406","30,381","7,114","191"
"28/11/2020","4,363","5,636","0","8,785","0","35"
"15/09/2024","3,990","5,733","0","10,357","0","99"
"14/06/2024","24,772","12,975","271","26,761","7,326","146"
"03/08/2023","24,569","15,229","368","29,360","6,643","320"
"25/07/2022","19,840","10,868","252","21,082","5,972","223"
"22/09/2023","23,719","14,712","308","28,295","5,333","263"
"09/11/2020","19,673","9,166","282","19,365","5,498","128"
"28/01/2024","4,151","5,461","0","8,952","0","69"
"16/05/2024","27,718","14,587","365","29,745","7,533","203"
"12/09/2021","881","720","0","1,888","0","27"
"24/08/2024","7,250","7,892","0","12,880","0","66"
"16/06/2021","21,792","11,676","357","22,728","5,950","184"
"16/07/2022","4,157","5,545","0","9,666","0","53"
"16/11/2023","22,958","13,652","373","26,272","5,382","283"
"17/01/2023","17,525","11,329","305","21,686","0","141"
"23/10/2019","27,372","16,495","525","35,679","6,019","46"
"07/02/2020","27,410","16,145","417","34,160","7,413","24"
"30/07/2021","22,862","11,884","267","23,612","6,172","154"
"31/10/2019","27,213","16,084","474","33,865","6,237","36"
"13/03/2023","3,949","5,649","0","9,675","0","102"
"29/07/2022","20,279","11,068","214","21,601","5,620","228"
"22/07/2021","22,967","11,750","331","23,439","6,395","251"
"29/06/2021","15,282","9,387","310","18,716","0","106"
"21/05/2022","4,635","5,936","0","9,659","0","66"
"06/10/2022","15,374","10,265","227","19,840","0","139"
"18/05/2021","24,021","12,338","401","25,149","6,268","191"
"02/11/2023","24,295","12,182","308","27,190","6,958","333"
"02/07/2022","3,759","5,172","0","9,055","0","52"
"18/04/2020","1,473","1,364","0","2,851","0","1"
"24/07/2021","4,172","4,758","0","8,355","0","142"
"22/09/2022","3,465","5,305","0","9,078","0","92"
"02/05/2023","24,930","14,617","513","29,080","6,947","309"
"26/02/2024","28,132","14,845","480","30,295","8,071","160"
"31/07/2020","17,050","8,611","157","17,189","4,888","103"
"02/12/2019","23,317","14,233","497","30,660","5,542","17"
"26/02/2020","30,181","17,179","527","39,043","7,228","20"
"01/09/2022","21,994","11,884","258","23,686","5,740","174"
"02/08/2023","24,807","14,991","427","29,872","6,299","326"
"31/05/2021","3,285","3,919","0","7,114","0","64"
"25/09/2022","3,408","5,648","0","9,182","0","79"
"09/09/2022","17,089","6,855","217","20,887","1,381","218"
"16/02/2024","27,640","15,748","311","31,165","7,626","353"
"29/06/2020","12,854","6,942","163","14,982","3,976","28"
"30/07/2024","26,984","14,924","444","30,554","7,443","187"
"31/03/2023","23,137","14,086","303","27,370","6,473","252"
"07/06/2024","24,429","12,658","278","25,841","7,036","281"
"28/09/2019","4,937","8,755","0","13,149","0","19"
"29/07/2024","26,226","13,565","369","28,847","7,296","322"
"28/03/2021","3,324","4,472","0","7,217","0","87"
"02/04/2024","22,764","13,635","452","26,910","5,698","402"
"28/06/2023","18,711","11,842","386","23,017","3,733","256"
"12/11/2019","26,988","15,854","528","34,466","6,314","73"
"01/04/2023","6,083","7,287","0","12,693","0","111"
"08/03/2024","24,018","15,408","365","29,276","5,799","333"
"15/08/2021","872","746","0","1,600","0","21"
"13/04/2023","17,849","12,281","356","23,831","0","214"
"24/12/2021","7,448","4,598","40","9,350","0","75"
"23/02/2022","19,604","9,466","193","19,476","6,332","263"
"10/10/2019","21,080","15,401","446","32,242","0","41"
"02/09/2023","5,921","8,006","0","13,040","0","73"
"03/10/2022","3,318","4,995","0","8,616","0","98"
"15/03/2021","24,263","12,248","415","24,947","6,470","188"
"08/04/2021","17,377","11,060","299","21,898","0","164"
"09/11/2022","23,556","12,681","329","24,286","5,931","256"
"25/04/2024","3,154","5,807","0","8,033","0","45"
"26/07/2021","22,129","11,141","338","22,243","6,475","171"
"26/11/2022","6,309","10,476","0","13,565","0","100"
"15/11/2022","22,661","12,802","302","24,741","5,642","251"
"27/07/2020","14,515","6,568","192","14,438","5,526","74"
"25/08/2023","23,469","14,253","335","27,857","6,198","264"
"16/10/2019","27,125","16,217","497","35,549","6,427","62"
"21/07/2020","16,609","7,736","182","16,362","5,708","84"
"03/10/2021","939","922","0","2,264","0","31"
"22/05/2021","4,698","5,944","0","9,576","0","93"
"31/01/2023","23,005","13,215","343","25,976","4,593","256"
"02/09/2022","21,241","11,803","207","22,453","5,783","207"
"19/09/2023","24,835","15,023","402","29,453","6,776","315"
"03/03/2024","3,887","6,553","0","9,568","0","121"
"12/06/2024","26,646","13,928","425","28,286","7,506","328"
"31/10/2021","2,318","2,796","0","5,091","0","70"
"13/06/2024","26,056","13,596","394","27,813","7,479","333"
"15/12/2020","18,439","10,843","306","20,095","1,435","155"
"19/11/2023","3,905","5,866","0","9,362","0","85"
"05/02/2020","28,194","15,874","457","34,968","7,803","37"
"15/01/2021","14,889","6,931","200","17,419","0","105"
"05/07/2021","15,320","9,526","292","18,628","0","101"
"26/08/2024","25,526","13,495","381","28,084","7,181","257"
"13/08/2019","27,517","16,171","535","36,391","6,202","44"
"31/03/2024","2,966","5,484","0","7,934","0","69"
"11/01/2021","5,326","6,320","121","4,909","0","22"
"02/06/2021","24,214","12,501","371","25,440","6,404","260"
"27/01/2021","15,979","9,250","318","18,914","0","106"
"29/05/2024","27,349","14,149","431","28,562","7,899","220"
"19/12/2021","2,408","2,928","0","5,337","0","84"
"07/11/2019","26,995","15,793","532","34,788","6,241","42"
"12/07/2020","1,981","2,943","0","4,701","0","13"
"05/06/2021","4,726","5,690","0","9,314","0","94"
"05/11/2020","17,913","8,259","246","17,690","5,400","103"
"10/06/2022","19,141","10,669","226","20,836","4,871","181"
"03/11/2023","24,288","13,883","297","27,475","6,330","303"
"03/11/2022","22,493","11,945","276","24,288","5,649","276"
"24/05/2024","25,630","13,688","286","27,719","6,351","235"
"10/09/2024","26,269","13,898","412","29,429","7,031","364"
"05/04/2020","1,091","1,058","0","2,035","0","9"
"11/05/2024","6,501","6,631","0","10,799","0","151"
"26/09/2024","22","0","0","53","7","0"
"06/01/2022","8,479","5,041","68","9,871","0","100"
"27/05/2020","11,411","5,202","117","11,827","4,444","22"
"28/12/2022","8,815","5,375","30","10,189","0","116"
"14/02/2024","29,452","15,485","501","32,666","8,659","235"
"25/06/2023","3,594","5,362","0","8,733","0","91"
"09/05/2021","2,967","4,284","0","6,717","0","52"
"25/02/2021","23,909","12,098","341","24,731","6,678","230"
"29/08/2020","3,172","4,735","0","7,198","0","62"
"11/10/2019","20,033","15,333","334","30,886","0","36"
"06/04/2021","16,646","10,599","352","20,712","0","141"
"26/09/2020","3,385","4,666","0","7,447","0","42"
"26/12/2019","3,895","6,008","0","9,021","0","13"
"09/07/2021","15,502","10,359","215","19,126","0","99"
"11/10/2020","2,619","3,563","0","5,900","0","67"
"04/02/2020","27,705","15,462","539","34,996","6,844","44"
"24/10/2022","21,249","11,418","324","22,645","6,084","257"
"16/09/2022","20,650","11,902","227","22,737","5,273","175"
"11/01/2024","17,543","11,384","320","22,189","0","252"
"07/10/2020","13,064","7,537","252","15,296","0","70"
"25/01/2024","18,509","12,343","312","24,608","0","274"
"28/02/2022","19,704","9,067","184","19,859","6,670","192"
"05/12/2020","4,326","5,377","0","8,889","0","58"
"13/10/2021","4,491","1,832","31","4,771","0","64"
"05/07/2020","2,273","3,422","0","5,140","0","9"
"21/09/2020","17,929","7,976","226","17,204","5,688","103"
"18/09/2022","3,333","4,810","0","8,320","0","75"
"20/02/2024","29,288","16,008","454","33,371","8,298","382"
"24/04/2024","20,816","13,717","411","27,682","0","236"
"14/12/2019","5,200","7,765","0","11,256","0","20"
"27/11/2019","25,808","15,325","478","33,419","5,741","243"
"18/10/2019","26,356","16,428","411","34,727","5,943","77"
"29/01/2021","14,465","8,598","229","16,986","0","93"
"16/06/2020","13,955","6,731","166","15,297","5,450","14"
"26/05/2022","21,053","11,899","275","22,621","5,016","203"
"21/08/2020","15,985","7,458","167","15,418","5,392","109"
"06/07/2021","15,035","9,714","302","18,880","0","103"
"09/05/2023","24,413","14,435","464","27,946","6,609","281"
"11/01/2020","4,274","5,831","0","9,028","0","7"
"29/02/2024","29,585","15,908","420","32,798","8,183","372"
"16/07/2021","20,197","10,637","240","21,095","5,593","153"
"28/06/2021","14,428","8,537","270","17,734","0","117"
"16/08/2022","21,222","11,409","268","23,806","5,914","168"
"16/05/2022","20,802","10,384","276","21,134","5,526","182"
"14/05/2020","6,697","3,424","83","8,234","959","19"
"24/06/2023","5,587","6,968","0","10,787","0","106"
"12/07/2019","17,567","12,167","383","25,061","0","36"
"11/05/2021","24,260","12,432","393","25,123","6,452","180"
"20/06/2021","2,886","4,121","0","6,972","0","48"
"26/09/2021","965","843","0","2,077","0","36"
"12/10/2020","18,726","8,629","240","18,304","6,196","183"
"05/12/2022","20,206","11,799","290","22,777","4,116","191"
"08/08/2023","24,935","15,280","453","30,344","5,626","261"
"24/07/2020","16,641","8,284","145","16,655","5,691","88"
"03/01/2024","13,943","8,652","224","17,057","0","230"
"28/09/2023","19,452","14,833","327","27,417","0","250"
"21/08/2022","3,288","4,576","0","7,852","0","58"
"21/09/2024","127","862","0","236","0","0"
"11/08/2019","5,077","4,910","0","7,809","0","12"
"23/02/2023","25,434","14,730","389","30,321","6,762","311"
"18/12/2022","3,693","5,074","0","8,478","0","75"
"20/07/2024","5,760","5,835","0","9,927","0","40"
"19/02/2022","4,540","5,481","0","9,068","0","90"
"12/12/2020","4,479","6,290","0","9,086","0","32"
"18/07/2024","18,599","12,532","324","23,929","0","321"
"14/07/2022","14,599","10,165","233","18,717","0","150"
"07/11/2020","4,090","4,968","0","8,231","0","72"
"25/10/2023","25,068","14,221","408","28,424","6,973","242"
"02/04/2022","4,119","5,494","0","8,906","0","31"
"07/05/2024","27,945","15,256","468","30,510","7,966","289"
"08/03/2020","4,353","5,955","0","9,768","0","6"
"25/12/2020","515","522","0","1,015","0","3"
"01/11/2023","24,189","13,711","389","27,298","7,005","217"
"12/03/2024","26,277","15,771","437","29,906","6,529","376"
"21/10/2021","7,833","3,387","62","8,318","0","96"
"10/12/2020","19,518","11,175","277","20,833","3,026","117"
"30/08/2020","2,586","3,369","0","5,546","0","50"
"29/12/2023","10,961","6,629","30","12,894","0","172"
"04/05/2024","7,363","7,639","0","12,448","0","164"
"21/06/2020","2,012","2,894","0","4,622","0","19"
"08/06/2021","24,146","12,410","392","24,591","6,244","156"
"12/03/2020","28,441","16,156","540","37,793","6,788","42"
"25/03/2022","20,336","11,089","217","22,525","5,445","106"
"22/07/2019","26,587","15,294","493","32,994","5,915","21"
"25/03/2021","24,550","12,808","374","25,898","6,399","195"
"12/12/2023","23,151","13,535","405","26,622","1,827","281"
"09/06/2024","4,164","6,015","0","10,126","0","93"
"22/08/2023","24,120","14,603","396","28,646","6,369","311"
"13/08/2022","4,731","6,137","0","10,082","0","31"
"26/10/2023","25,428","14,139","366","28,524","6,952","280"
"16/07/2023","3,778","5,615","0","9,500","0","56"
"17/06/2022","19,207","11,288","240","21,120","5,280","154"
"08/02/2020","5,047","7,284","0","10,732","0","11"
"09/08/2023","24,721","15,629","448","29,824","6,193","322"
"09/10/2021","1,558","1,236","0","2,988","0","55"
"14/02/2021","3,534","4,553","0","7,805","0","64"
"18/05/2020","8,546","3,882","96","9,703","2,135","24"
"07/04/2023","1,790","2,953","0","4,681","0","54"
"26/05/2020","11,127","5,215","122","11,729","4,362","11"
"26/08/2020","17,309","8,000","197","17,207","5,839","100"
"24/01/2023","17,860","11,558","312","22,112","0","143"
"01/02/2024","26,921","13,737","392","27,528","6,281","297"
"26/08/2023","6,215","8,710","0","12,695","0","203"
"15/06/2021","22,962","12,196","346","23,967","5,922","215"
"18/09/2019","28,246","16,513","511","35,777","6,284","42"
"10/11/2019","3,843","5,677","0","9,151","0","23"
"20/10/2022","23,008","12,577","283","24,988","5,882","273"
"06/08/2019","28,009","16,286","529","36,137","6,523","30"
"05/04/2023","25,078","14,291","425","27,861","6,702","237"
"13/03/2021","4,752","4,388","0","9,607","0","81"
"23/06/2022","18,939","10,951","295","21,674","5,200","180"
"18/05/2023","24,354","14,372","390","27,693","6,453","324"
"18/02/2022","18,941","9,360","161","19,589","6,153","184"
"30/01/2021","4,303","5,328","0","8,589","0","75"
"10/03/2022","20,283","10,242","216","22,230","6,328","207"
"28/07/2023","22,889","13,803","314","26,327","6,278","208"
"12/07/2022","14,701","10,067","273","18,727","0","130"
"06/04/2022","21,101","10,802","296","21,983","6,026","207"
"11/07/2020","2,577","3,720","0","6,114","0","27"
"30/06/2022","17,595","10,507","271","20,920","1,847","230"
"04/11/2019","26,406","15,328","511","33,280","6,456","46"
"03/07/2019","24,027","14,120","509","30,747","4,094","0"
"09/12/2021","16,431","8,934","237","17,394","3,054","192"
"18/09/2023","23,824","13,758","439","27,285","6,524","219"
"27/12/2023","9,489","5,786","39","11,512","0","131"
"14/06/2021","3,008","3,933","0","6,575","0","49"
"31/08/2019","7,754","8,375","0","12,455","4","1"
"07/05/2023","2,969","4,019","0","7,106","0","57"
"02/10/2021","1,384","1,066","0","2,482","0","26"
"10/02/2024","6,476","10,565","0","13,458","0","122"
"05/01/2023","13,200","9,685","159","16,373","0","163"
"24/07/2024","26,915","14,701","442","29,388","7,487","325"
"20/07/2021","21,929","11,142","357","22,084","6,382","178"
"21/07/2023","23,177","14,035","240","26,539","6,304","354"
"06/02/2020","28,671","15,755","521","35,336","7,873","0"
"05/01/2021","11,974","7,974","185","14,146","0","89"
"01/04/2024","3,385","5,239","0","8,147","0","119"
"19/08/2022","20,549","11,617","206","22,347","5,508","192"
"24/01/2021","2,889","3,309","0","5,894","0","72"
"02/12/2021","17,003","8,774","210","18,197","4,744","180"
"07/02/2022","17,653","7,824","168","16,944","6,812","189"
"08/08/2022","20,451","10,643","264","22,062","6,024","237"
"27/06/2022","17,757","10,166","255","20,284","3,503","204"
"17/07/2023","22,393","13,141","427","25,380","2,890","302"
"18/07/2019","20,071","14,190","442","28,926","0","30"
"03/04/2021","3,559","5,354","0","7,906","0","52"
"02/07/2021","14,890","9,940","232","18,600","0","91"
"18/06/2023","3,456","5,186","0","8,656","0","61"
"02/04/2020","4,178","2,022","63","5,049","61","3"
"11/12/2022","3,648","5,769","0","9,046","0","59"
"17/06/2021","22,549","12,223","356","24,374","5,898","222"
"27/04/2023","25,122","14,847","405","29,330","7,023","373"
"28/07/2024","3,972","5,621","0","10,037","0","73"
"25/11/2019","25,110","14,783","511","32,088","6,087","192"
"18/10/2020","2,715","3,646","0","6,069","0","40"
"16/11/2021","16,148","7,953","204","16,682","5,516","185"
"15/11/2021","15,221","6,870","183","14,873","5,355","226"
"09/12/2023","6,112","7,529","0","11,959","0","67"
"10/12/2019","23,727","14,831","499","31,548","4,359","24"
"08/05/2024","28,027","15,162","439","30,323","8,051","285"
"22/08/2024","24,598","14,324","358","29,367","2,962","301"
"15/12/2023","21,622","13,974","254","25,554","1,030","260"
"04/03/2020","26,448","14,870","522","34,686","6,562","204"
